name,price,seller,reviews,stars,link
New Fashion Sport Sneaker for Men Shoes,"₹1,250.00",,0,0,www.google.com/aclk?sa=L&ai=DChcSEwiOzNeO5-buAhVzCn0KHdmIC78YABBRGgJwdg&sig=AOD64_01sB-KVP8RiT_WwrCcap7s5Av11w&ctype=5&q=&ved=0ahUKEwiEn9SO5-buAhW1CTQIHWF6AuwQ1CkIpwI&adurl=
