name,price,seller,reviews,stars,link
13-40-13 NPK water soluble fertiliser,₹125.00,,0,0,www.google.com/aclk?sa=L&ai=DChcSEwjf98T-7ebuAhV2Da0GHfdPBXAYABAEGgJwdg&sig=AOD64_0UtpvKdQXQmEeWYiKOS0wjhyFDIw&ctype=5&q=&ved=0ahUKEwip_sD-7ebuAhWiJDQIHT_rDkQQ1CkIcg&adurl=
Hectare Fertilizer Spreader,"₹3,880.00",,0,0,www.google.com/aclk?sa=L&ai=DChcSEwjf98T-7ebuAhV2Da0GHfdPBXAYABAFGgJwdg&sig=AOD64_3zfT_RoJplj4CzK4F_5cqD-VC1yA&ctype=5&q=&ved=0ahUKEwip_sD-7ebuAhWiJDQIHT_rDkQQ1CkIeg&adurl=
Chambal Head White T-Shirt S/38,₹549.00,,0,0,www.google.com/aclk?sa=L&ai=DChcSEwjf98T-7ebuAhV2Da0GHfdPBXAYABAGGgJwdg&sig=AOD64_1-hBKjtzW6W-IreSrbcqGe5t9O2g&ctype=5&q=&ved=0ahUKEwip_sD-7ebuAhWiJDQIHT_rDkQQ1CkIggE&adurl=
Chambal Track T-Shirt White / L,₹549.00,,0,0,www.google.com/aclk?sa=L&ai=DChcSEwjf98T-7ebuAhV2Da0GHfdPBXAYABAHGgJwdg&sig=AOD64_2X72MwXFuyJxYhA3d1rmDEV2NUZw&ctype=5&q=&ved=0ahUKEwip_sD-7ebuAhWiJDQIHT_rDkQQ1CkIigE&adurl=
